27,5499,3265
27,5039,3299
27,3640,3373
28,5593,11767
28,3855,12255
28,4734,12256
28,1992,12257
28,4202,12319
29,5391,11292
29,984,11794
29,5485,11844
29,4150,11862
30,5547,172
30,3945,259
30,1874,268
31,5527,1064,1065
31,5086,1451
31,4918,1466
31,5492,1532
31,1158,1587
32,5393,9905
32,838,10541
32,4607,10678
32,1774,10679
33,5519,10127
33,2797,10404
33,1069,10447
34,3345,16590
34,5474,16626
34,886,16676
34,4568,16685
34,1133,16686
35,5540,9838
35,3518,10044
35,5438,10067
35,5417,10068
35,3713,10097
35,487,10177
36,5376,505
36,4649,521
36,2155,574
36,3693,575
36,888,576
37,5506,5590
37,4979,6158
37,5454,6159
38,5522,16776
38,3539,16790
38,4802,16818
38,4235,16819
38,4000,16820
38,3823,16821
38,4923,16849
38,4544,16854
39,4064,10733
39,5409,10768
39,3864,10769
39,2733,10770
39,4133,10808
40,5579,2578
40,5372,2798
40,4181,2809
40,794,2810
40,1011,3009
41,704,13582
41,5326,13677
41,3179,13678
41,2319,13679
41,5462,13680
41,783,13681
41,706,13682
41,3495,13742
42,5336,14535
42,3246,14671
42,4285,14786
42,3609,14787
42,4540,14788
42,1175,14813
42,5156,14935
43,5486,11353
43,3222,11430
43,2036,11431
44,4756,6635
44,3849,6705
44,1856,6762
44,4464,6763
44,5577,6764
45,5476,13949
45,1153,14273
46,5601,6719
46,4367,6876
46,2236,6877
46,2081,6878
46,1032,7020
47,5493,14231
47,960,14741
47,1892,14742
47,3156,14743
47,567,14748
47,3716,14847
48,2252,8665
48,3919,8830
48,2933,8856
48,5752,8915
49,5490,1244
49,3642,1591
49,5099,1625
49,2194,1707
50,5504,11774
50,969,11864
50,2537,11883
51,3852,10996
51,905,11044
51,5545,11045
52,4459,12784
52,5512,12874
52,3536,12938
53,4728,1339
53,3881,1442
53,5566,1453
53,5531,1454
54,5426,13275
54,5462,13683,13684
54,834,13773
55,5417,10107
55,2433,10532
55,2865,10533
56,1061,5997
56,3740,6162
56,5510,6184
57,971,16536
57,4211,16596
57,2633,16635
57,5787,16636
57,3936,16665
57,968,16729
58,5391,11288
58,3506,11389
58,4838,11444
59,5479,10627
59,4786,10857
59,3326,10931
59,1986,10932
60,5523,9762
60,780,9887
60,921,9925
60,639,9931
60,4137,10010
60,2051,10030
61,5660,223
61,729,389
61,3845,390
61,3933,391
61,688,392
61,988,433
62,5634,5954
62,728,6614
62,4690,6615
62,1092,6616
62,3385,6617
63,5825,11129
63,2813,11245
63,2969,11321
64,4825,9484
64,906,9501
64,678,9509
64,5572,9525
65,3473,4488
65,1847,4620
65,785,4700
65,5604,4701
65,542,4702
65,4991,4703
65,4775,4782
66,5019,5837
66,2611,5912
66,918,5913
66,5252,5914
66,5251,5931
67,3083,14643
67,2609,14773
67,703,14827
67,4194,14828
67,3504,14829
67,5340,14858
68,5409,10446
68,5826,10480
68,717,10825
68,5678,10826
68,351,10827
68,5481,10828
69,3470,9212
69,5190,9267
69,3805,9298
69,5592,9299
69,607,9300
69,2952,9330
70,4158,1632
70,5405,1755
70,1020,1756
70,4026,1771
71,3313,12458
71,3687,12569
71,5503,12572
71,2974,12573
71,4306,12620
72,5492,1541
72,812,2325
72,2726,2326
72,629,2327
73,4628,8332
73,4987,8382
73,5264,8470
73,3649,8513
74,5390,4261
74,1095,5233
74,1966,5355
74,1164,5356
75,5368,14036
75,2344,14155
75,693,14156
75,5594,14267
76,5554,11018
76,832,11145
76,626,11159
76,4153,11181
76,4324,11182
76,453,11217
77,2631,669
77,4359,689
77,1641,749
77,5469,750
77,2103,751
77,791,755
77,809,870
78,4591,16193
78,4751,16196
78,3210,16258
78,5380,16259
79,5526,3365
79,1163,3783
79,4421,3942
79,4917,3943
80,3159,2316
80,4627,2454
80,2970,2484
80,5579,2485
80,653,2486
81,2859,11496
81,3513,11528
81,1166,11594
81,1088,11595
81,1188,11596
81,5424,11597
82,5596,11583
82,987,11689
82,5102,11690
82,576,11691
83,5371,9321
83,1055,9361
83,3426,9462
84,5816,10188
84,914,10321
84,1190,10349
84,858,10350
85,2830,8766
85,5449,8801
85,-1,8887
86,5498,12101
86,4541,12516
86,3612,12596
86,5033,12597
86,3439,12652
87,5607,10309
87,1142,10436
87,920,10494
87,4385,10519
88,5676,1737
88,2408,2339
89,5373,2553
89,644,2900
89,3774,2901
89,3993,2902
89,554,2903
89,4589,2904
90,4510,7175
90,5415,7183
90,2227,7245
90,3493,7246
91,4663,13389
91,4900,13447
91,5477,13448
91,5865,13449
92,2234,13474
92,5589,13619
93,5517,1355
93,1029,1636
93,2061,1815
93,2292,1816
94,3351,16359
94,1904,16387
94,-1,16472
94,1143,16473
94,3149,16528
95,734,9681
95,5367,9715
95,4945,9716
95,562,9781
96,5461,16764
96,1014,16857
97,5582,12472
97,5423,12794
97,1196,12887
97,564,12888
98,2973,16632
98,5166,16718
98,4386,16731
98,1102,16732
98,5461,16759
99,4502,11178
99,3086,11224
99,5468,11227
99,1167,11228
99,4816,11265
100,5513,481
100,924,679
100,3185,736
100,5081,737
100,548,738
101,5536,3054
101,2587,3433
101,581,3484
102,5411,8964
102,1136,9313
102,1031,9362
102,3930,9376
102,3792,9377
102,2707,9378
102,1159,9406
102,782,9465
103,5713,1215
103,5742,1316
103,894,2180
103,691,2181
103,928,2182
103,5502,2213
103,4574,2432
104,5420,916
104,962,996
104,1045,1049
105,5464,3847
105,1027,4159
105,3788,4185
105,4494,4186
106,2739,9648
106,4120,9709
106,5533,9731
106,3983,9732
107,917,9380
107,2464,9498
107,5732,9523
107,623,9524
107,4380,9559
108,5483,15723
108,854,15925
108,3780,16023
108,3131,16024
109,2220,7950
109,1739,8110
109,5535,8111
110,5400,9913
110,1194,9973
110,911,10012
110,733,10013
111,5616,9874
111,470,10083
111,802,10087
111,993,10088
111,4208,10089
111,480,10090
112,5392,1101
112,660,1291
112,2362,1292
112,4916,1293
113,2402,4456
113,4702,4532
113,806,4651
113,5463,4652
113,4773,4706
113,1114,4786
114,5388,9446
114,5540,9947
114,843,9949
115,1122,746
115,5445,766
115,5050,775
115,762,789
115,982,834
115,5774,835
116,5852,14619
116,1111,14625
116,863,14732
117,5434,13907
117,503,14362
117,2517,14363
117,3363,14364
118,5430,4462
118,1048,4895
118,5120,4979
118,3080,4980
118,2092,4981
118,771,5105
119,1889,16622
119,852,16700
119,5584,16703
119,3567,16742
120,5446,1088
120,1704,1286
120,3161,1342
121,931,13152
121,5567,13268,13269
121,860,13270
121,2902,13271
122,5419,14312
122,3699,14730
122,2041,14731
122,4932,14735
123,1123,563
123,2330,596
123,-1,622
123,2020,670
124,5670,13499
124,5419,14305
124,718,14406
124,3489,14407
125,1996,12314
125,4307,12398
125,5512,12441
125,3771,12442
125,2476,12510
126,5395,12110
126,5128,12303
126,1004,12347
126,5451,12348
126,933,12349
126,1101,12411
127,5425,14957
127,622,14968
127,4895,15161
127,3910,15162
127,5169,15163
127,3019,15164
128,5411,8957
128,803,8985
128,3641,8986
129,4653,13984
129,5174,14104
129,1189,14122
129,5612,14123
129,3184,14187
130,5421,146
130,3232,238
130,3588,251
130,4758,277
131,2762,14719
131,1765,14819
131,1130,14945
131,5549,14946
132,5393,9892
132,3433,10077
132,3859,10182
132,4101,10183
132,707,10184
133,589,599
133,5500,685
133,5460,686
133,5108,687
133,847,708
134,5552,630
134,990,763
134,5445,764
135,5568,8564
135,849,8797
135,3623,8863
136,5385,14101
136,3564,14766
137,5395,12107
137,5150,12190
137,3225,12193
137,5308,12226
138,2679,16288
138,895,16380
138,5399,16405
138,3986,16420
138,2850,16421
138,544,16422
139,5566,1128
139,5377,1348
139,842,1349
139,974,1381
140,5096,14529
140,873,14531
140,876,14553
140,5396,14592
141,5539,10895
141,1154,11207
141,4516,11239
142,5388,9439
142,5413,9565
142,4804,9615
142,3576,9616
143,598,5838
143,5553,5876
143,5510,5877
143,835,5878
143,2096,5879
143,1897,5886
144,1008,2706
144,5588,2738
144,3413,2865
144,-1,2866
145,5435,9189
145,3063,9349
146,3076,3774
146,5536,3874
146,684,3875
146,3148,3876
146,2755,4004
147,4313,7045
147,5009,7127
147,3660,7224
147,3840,7225
147,890,7226
147,938,7266
147,5257,7291
148,5502,2223
148,3557,2661
148,2082,2662
148,2518,2663
148,880,2834
149,5801,4041
149,5487,4901
149,1113,5084
149,522,5085
149,4821,5086
149,506,5163
150,3921,1422
150,708,1507
150,-1,1508
150,2747,1509
150,4040,1510
150,1796,1703
151,5232,3216
151,1864,3342
151,4028,3549
152,5671,1111
152,5490,1242
152,1151,1470
152,739,1472
152,2324,1473
152,1044,1511
153,3301,12634
153,4030,12688
153,1100,12709
153,5418,12710
153,4500,12766
154,5719,9512
154,3543,9527
154,3042,9606
154,4587,9607
154,1155,9608
155,5418,12496
155,673,12819
155,5582,12883
155,1176,12884
155,3460,12885
155,4053,12886
155,2645,12918
156,5402,8034
156,1177,8075
156,-1,8084
156,5387,8085
156,850,8212
157,1068,15507
157,2897,15591
157,-1,15694
157,2142,15766
158,5599,12557
158,2780,12953
158,4336,12954
158,3007,12998
159,5489,3076
159,983,3595
159,2063,3596
159,659,3597
159,3343,3684
160,5447,9998
160,419,10036
160,3095,10181
161,3397,15342
161,2662,15436
161,5343,15470
161,3214,15533
161,2724,15547
162,723,4197
162,2994,4278
162,5606,4364
162,1081,4365
163,5257,7295
163,3293,7570
163,4497,7732
164,5381,4891
164,4346,5399
164,3834,5400
164,1184,5439
165,5527,1058
165,549,1279
166,1108,8336
166,4402,8358
166,5535,8463
166,5568,8464
166,3995,8482
166,601,8595
167,5530,2854
167,764,3327
167,2425,3565
168,5470,14490
168,3894,14873
168,2213,14874
168,4578,14875
168,3102,15037
169,5516,10940
169,546,11040
169,2757,11113
169,4989,11114
170,3480,3114
170,3477,3141
170,-1,3234
170,669,3235
170,3192,3337
171,3034,2703
171,945,2785
171,5579,2786
171,5530,2787
171,972,2788
171,2635,2827
172,3269,5000
172,1735,5097
172,-1,5126
172,2548,5301
173,5555,6335
173,2944,6385
173,901,6461
173,2683,6466
174,1059,10427
174,5453,10496
174,694,10497
174,4063,10505
175,5557,11299
175,3764,11489
175,3423,11490
176,696,5692
176,5563,5748
176,3121,5888
176,2374,5889
176,845,5890
177,5454,6106
177,4294,6348
177,1018,6349
177,-1,6350
177,5647,6391
178,3907,9035
178,5452,9050
178,1702,9134
178,2621,9135
178,4458,9136
179,1038,10883
179,4084,10978
179,5442,10986
179,5468,10987
179,4693,10988
179,1884,11046
180,5450,14424
180,5047,14756
181,5484,13159
181,1882,13293
181,1181,13322
181,4721,13396
181,916,13397
182,4715,4150
182,2745,4299
182,3461,4331
182,5604,4332
182,686,4333
182,5430,4334
183,5586,2530
183,784,2686
183,963,2811
183,574,2812
184,5520,4314
184,2776,4948
185,5415,7190,7191
185,5855,7489
185,1173,7544
185,1072,7545
185,5106,7546
185,738,7547
186,5501,13671
186,3035,14106
186,1065,14185
187,2781,10245
187,5389,10300
187,2113,10342
187,1195,10343
188,2078,11482
188,997,11551
188,3628,11567
188,5841,11576
189,4264,8115
189,2934,8209
189,-1,8280
189,4730,8281
189,3959,8350
190,3781,3252
190,5372,3301
190,5403,3302
190,3032,3405
190,2316,3511
191,893,9676
191,3735,9688
191,515,9747
191,5538,9748
191,1116,9771
191,4842,9801
192,4046,9155
192,949,9246
192,5568,9247
192,902,9248
192,1093,9272
193,741,10615
193,2991,10698
193,5826,10719
193,2714,10720
194,2643,16481
194,3311,16486
194,3533,16538
194,3812,16546
194,5474,16547
194,3088,16548
194,315,16549
194,507,16614
195,3356,4438
195,1672,4500
195,3078,4661
195,1951,4686
195,712,4687
195,5436,4688
195,827,4829
196,5444,5709
196,742,6134
196,929,6246
197,2059,3030
197,2561,3182
197,2582,3271
197,5590,3272
197,5526,3273
198,5412,8297
198,3958,8309
198,4767,8339
198,2713,8399
198,4943,8400
199,2382,6008
199,3803,6017
199,4128,6179
199,-1,6215
199,2363,6216
199,3891,6217
200,2982,10709
200,1089,10771
200,5406,10772,10773
200,926,10774
201,882,7232
201,3659,7241
201,890,7338
201,5577,7410
201,5535,7411
201,4376,7487
201,872,7592
202,5561,8450
202,5458,8929
202,676,9169
203,965,3725
203,3431,3956
203,5398,3958
203,4218,4091
204,2736,1079
204,4724,1135
204,-1,1142
204,1822,1171
204,3309,1232
205,5405,1496
205,1015,2390
205,5502,2400,2401
205,941,2402
205,5433,2403
206,5638,2366
206,5456,3001
206,952,3014
206,5088,3015
206,1936,3016
206,3028,3017
206,3643,3143
207,5514,12225
207,3932,12763
207,1187,12785
207,2756,12786
208,5484,13163
208,5501,13667
208,1049,13730
208,2567,13731
209,3846,3248
209,2448,3357
209,4624,3462
209,5536,3463
209,4654,3464
209,3739,3522
210,5519,10123
210,663,10297
210,1107,10307
211,5428,12577
211,532,12692
211,1110,12725
212,2188,16397
212,1165,16493
212,5380,16494
212,5546,16495
212,3808,16513
212,2957,16605
213,5420,923
213,4164,1193
213,4261,1248
214,4299,10526
214,4514,10649
214,5545,10672
214,2475,10723
214,371,10801
215,5453,10262
215,4383,10639
215,5479,10664
215,1179,10737
216,4604,8668
216,5267,8771
216,3701,8773
216,3254,8898
217,1037,16845
217,4852,16863
217,-1,16892
217,346,16893
217,2579,16903
218,2599,11320
218,1942,11332
218,5375,11382
218,885,11410
219,2682,8706
219,3785,8778
219,4739,8850
219,5615,8851
219,1185,8852
219,2223,8967
220,5598,5002
220,1186,5224
220,4044,5225
221,5544,1549
221,4586,1877
221,2013,1878
221,3478,1879
221,4140,1880
221,1034,1969
222,5581,13121
222,5462,13659
222,927,13932
222,460,13985
223,5432,1028
223,5000,1305
223,3402,1331
223,4533,1332
223,2650,1333
224,5477,12839
224,980,13208
224,1979,13262
224,2888,13263
224,5321,13289
225,5671,1115
225,5544,1545
225,4662,1674
225,3820,1675
225,3526,1746
226,5402,8039
226,3137,8406
227,5811,16879
227,1056,16921
227,3440,16922
228,4781,9865
228,975,9884
228,530,9885
228,5440,9886
228,5032,9944
229,2212,6900
229,5525,6924
229,670,6941
229,4977,7077
229,1169,7078
229,4309,7079
230,4314,9633
230,4626,9658
230,4238,9677
230,5610,9678
231,4014,1000
231,5432,1023
231,4891,1080
231,1120,1081
232,5386,12522
232,3652,12734
232,4703,12742
232,936,12804
233,5849,6872
233,5387,7761
233,3752,7762
234,2935,9196
234,4369,9283
234,5121,9284
234,5371,9285
234,3008,9286
234,3241,9304
235,2452,2178
235,408,2272
235,5369,2369
235,5564,2370
235,679,2429
236,4680,2844
236,5370,2926
236,1121,2927
236,4898,3044
237,5498,12092
237,756,12146
237,4131,12147
237,2479,12148
237,1620,12149
237,2615,12150
237,1106,12196
237,839,12261
238,5459,866
238,805,935
238,1007,998
239,4656,3586
239,2711,3630
239,5590,3714
239,5024,3715
240,4785,1199
240,2334,1280
240,3305,1295
240,608,1296
240,5420,1297
240,5713,1298
240,5004,1388
241,4135,9577
241,5413,9634
241,1080,9635
241,5135,9637
241,4670,9690
242,1138,12420
242,4429,12533
242,818,12534
242,5600,12535
242,1050,12564
243,4168,2524
243,4545,2543
243,3938,2670
243,5564,2672
243,5372,2673
243,758,2753
244,5410,10452
244,5826,10544
244,4132,10545
244,3352,10546
245,1973,2127
245,2597,2329
245,5405,2371
245,3146,2372
245,1609,2373
245,2945,2374
246,5433,2397
246,908,2560
246,2709,2653
246,940,2755
246,5172,2756
246,3890,2758
246,2196,2869
247,3884,10607
247,5442,10677
247,999,10745
248,2463,5104
248,4445,5180
248,4447,5235
248,5467,5274
248,3753,5275
248,2879,5390
249,5438,9454
249,1078,9630
249,855,9655
250,5593,11762
250,3586,11827
250,3837,11855
250,2183,11856
251,2672,14315
251,1912,14455
251,5470,14456
252,5769,14834
252,571,14852
252,2456,14891
252,2041,15026
253,5410,10457
253,4839,10842
253,3328,10864
253,3307,10865
254,5574,427
254,800,539
254,4265,578
255,5612,14061
255,3677,14411
255,5082,14533
255,5023,14595
255,5701,14597
255,494,14598
256,5370,2260
256,928,2336
256,946,2610
257,5487,4903
257,754,5188
257,5181,5226
257,3015,5227
257,746,5228
257,2533,5264
258,2798,10972
258,5678,11030
258,865,11031
258,536,11055
259,3126,5456
259,5553,5625
259,731,5626
259,2159,5638
260,2132,11719
260,3120,11753
260,4426,11796
260,1170,11797
260,5504,11798
260,2740,11840
261,5377,1254
261,4351,1842
261,3666,1845
261,5492,1846
261,1105,1847
262,3616,14934
262,-1,15055
262,3595,15112
262,3213,15227
263,5417,10102
263,817,10200
263,1172,10291
264,3067,9355
264,4787,9413
264,4825,9414
264,678,9415
264,5572,9419
265,5509,10781
265,2357,10997
265,3488,10998
265,3150,10999
266,5733,12252
266,897,12809
266,2820,12810
266,1949,12811
266,2323,12875
267,5591,946
267,4234,1153
267,4564,1154
268,5371,9320
268,1119,9396
268,3430,9426
269,3928,10277
269,1023,10323
269,5519,10324
269,2601,10325
269,1429,10326
269,1746,10327
270,2799,12807
270,5386,12827
270,3534,12828
270,2455,12829
270,2420,12831
270,2488,12906
271,5413,9574
271,4947,9848
271,2658,9849
271,4720,9850
271,3688,9851
271,1076,9917
272,5418,12487
272,537,12642
273,5598,5007
273,1046,5288
273,506,5327
273,2977,5328
274,5611,13962
274,3976,14161
274,1912,14316
275,5373,2555
275,5489,3072
275,1075,3079
275,848,3080
276,5383,12132
276,4202,12374
276,1772,12375
276,1174,12405
277,4019,2057
277,4841,2188
277,5602,2199
277,1769,2246
277,3736,2247
277,3861,2248
277,986,2465
278,5510,5309
278,1061,5810
278,992,5988
279,5470,14488
279,4706,14803
279,3894,14816
280,5563,5750
280,845,6370
280,2445,6371
280,2233,6372
280,1965,6373
280,5164,6374
280,1082,6469
281,4047,16276
281,995,16346
281,4400,16376
281,5399,16377
281,5819,16424
282,5376,510
282,786,649
282,1012,716
283,5393,9897
283,3934,10488
283,613,10489
284,5831,12040
284,4606,12871
284,3960,13033
284,5567,13042
284,860,13229
285,5608,7913
285,2718,7979
285,4472,8116
285,1118,8282
286,2225,4427
286,-1,4602
286,4665,4603
286,4398,4667
287,1087,805
287,5580,836
287,3287,837
287,4024,855
288,2176,10751
288,3278,10793
288,5545,10880
288,4439,10899
288,5481,10961
289,4610,657
289,4180,675
289,5617,697
289,3511,698
289,762,699
289,3229,700
289,831,757
290,5436,4811
290,4272,4835
290,744,4949
290,5491,4950
291,3823,16891
291,716,16925
291,4771,16950
291,4498,16951
291,1064,16952
291,5534,16953
292,5393,9896
292,871,10401
292,2477,10450
293,5573,210
293,3168,402
293,3072,457
293,4036,458
294,4209,4922
294,3762,4952
294,5241,5027
294,4094,5028
294,2463,5029
295,2997,14127
295,5865,14182
295,1062,14183
295,5062,14184
295,2550,14192
296,3683,1200
296,5591,1221
296,5566,1222
296,636,1223
296,3569,1274
297,4783,3838
297,3625,3842
297,-1,3953
297,3316,3954
298,4911,12070
298,3099,12116
298,5451,12117
298,695,12118
298,1140,12158
298,869,12207
299,1958,16664
299,3100,16720
299,3283,16755
299,913,16756
299,5522,16757
299,830,16771
300,2178,6717
300,4939,6750
300,3916,6840
300,-1,6857
300,1103,6858
300,2084,7000
301,5450,14429
301,5470,14491
301,610,14947
301,2723,14948
301,4712,14949
301,833,15070
302,5430,4459
302,4356,4467
302,3368,4591
302,2805,4592
302,1006,4593
303,5547,165,166
303,1131,218
303,5421,232
303,3579,233
303,3594,239
304,5457,10236
304,3529,10705
304,725,10706
305,788,3822
305,4075,3867
305,5403,3928
306,5683,13861
306,863,14503
306,1111,14623
307,5709,16748
307,648,16914
307,2279,16958
307,743,16959
307,1112,16960
308,4473,14264
308,934,14447
308,5594,14448
308,875,14449
308,2238,14493
308,2288,14612
309,5485,11686
309,674,12009
309,3054,12076
309,1162,12079
310,3379,15061
310,502,15131
310,5340,15132
310,1084,15133
310,2942,15203
311,1699,7687
311,3997,7789
311,4497,7877
311,5257,7878
311,3484,7984
312,4292,14979
312,4437,15094
312,767,15127
312,5549,15128
312,1157,15174
313,5509,10784
313,1722,11068
313,5187,11138
313,2018,11139
314,5457,10233
314,614,10487
314,813,10547
314,1017,10589
315,194,16549
315,3088,16570
315,5474,16623
315,4262,16667
316,5423,12795
316,4985,13063
317,829,14479
317,4679,14520
317,5336,14546
317,3083,14640
318,772,11890
318,5451,11915
318,3099,11916
318,3342,11917
318,3322,11940
319,3845,432
319,5617,528
319,998,532
320,2147,8895
320,5537,8935
320,637,8998
320,4095,9041
320,3217,9042
320,5408,9113
321,5455,9934
321,1005,10023
321,2093,10116
321,3339,10117
322,730,6856
322,3566,6968
322,5577,6988
322,1126,6989
324,1066,9975
324,733,9982
324,5400,10048
324,611,10130
325,5540,9836
325,877,10041
325,2031,10047
325,3563,10063
326,5525,6932
326,5535,7511
326,3390,7821
326,5577,7895
326,2669,7896
326,3289,7897
326,1739,7972
327,2594,7692
327,-1,7824
327,954,7825
327,4688,7918
328,5634,5958
328,4157,6683
328,4495,6684
328,5137,6685
328,976,6786
329,5391,11289
329,3220,11555
330,482,5582
330,5506,5586
330,4521,5826
330,4979,5827
331,1096,4739
331,5436,4809
331,827,4831
332,5526,3372
332,5520,4308
332,798,4504
332,3085,4505
332,5431,4506
332,4865,4507
332,565,4525
333,3223,16339
333,4956,16431
333,1525,16442
333,3398,16443
333,5494,16448
334,4644,357
334,-1,379
334,775,380
334,5038,388
334,2145,454
335,2504,10114
335,4407,10136
335,3547,10202
335,5816,10210
335,1190,10211
335,914,10212
335,4381,10246
336,3145,16798
336,5546,16838
336,1014,16842
337,5834,419
337,5574,430
337,1104,705
337,3312,706
337,3544,707
338,5447,10001
338,942,10344
338,4050,10345
338,881,10402
339,5367,9558
339,5523,9763
339,1192,9797
339,4069,9829
340,5399,16407
340,544,16553
340,4475,16595
340,3416,16646
340,4092,16647
340,852,16648
340,5584,16701
341,4869,9177
341,5752,9227
341,5732,9228
341,917,9229
341,3930,9295
341,2039,9363
342,5456,3005
342,657,3467
342,2941,3468
342,2711,3469
343,3094,5583
343,2831,5630
343,859,5696
343,-1,5697
343,2878,5815
344,5393,9904
344,3648,10642
344,700,10715
345,2473,5919
345,4212,6108
345,4267,6129
345,692,6130
345,5454,6131
346,217,16893
346,1085,16962
346,-1,16963
346,5595,16964
347,5390,4252
347,2984,4403
347,595,4404
348,5831,12031
348,5498,12307
348,1041,12308
348,4363,12338
349,5381,4885
349,1183,4985
349,2295,5102
350,5573,203
350,1139,280
350,776,317
351,717,10761
351,68,10827
351,3615,10947
351,5481,10963
352,2635,2830
352,4794,3049
352,1191,3068
352,5530,3069
352,5499,3070
353,2833,14372
353,2728,14484
353,5336,14485
353,4679,14521
354,5257,7294
354,4376,7606
354,872,7607
354,4681,7608
354,709,7609
355,1182,11065
355,3062,11085
355,5468,11108
355,961,11140
356,2568,11808
356,4205,11847
356,4150,11923
356,5485,11924
356,4350,11925
356,4620,11926
356,4815,11946
357,2033,12993
357,2281,13087
357,721,13204
357,5581,13205
357,5426,13206
357,3711,13233
358,5670,13500
358,2370,14452
358,5096,14453
358,876,14454
359,5616,9870
359,5698,9990
359,2303,9991
359,4332,9992
359,993,10053
360,5719,9514
360,1155,9673
360,3338,9754
360,474,9755
361,5825,11135
361,4467,11441
361,3196,11442
361,1090,11443
362,5494,16450
362,971,16531
362,4211,16532
362,5787,16562
363,5514,12221
363,5733,12250
363,824,12658
363,2502,12659
363,897,12754
364,3626,8657
364,5145,8712
364,2830,8760
364,5449,8799
365,5257,7298
365,4948,8019
365,3003,8020
365,4778,8021
365,3006,8022
365,1079,8165
366,1837,2164
366,4476,2304
366,2726,2332
366,2514,2420
366,5373,2421
366,2105,2422
366,1098,2423
367,5516,10945
367,4153,11195
367,5391,11232
367,4509,11259
368,5388,9443
368,3093,9717
368,4738,9725
368,981,9752
368,2716,9753
369,2051,10033
369,5523,10157
369,953,10158
369,3315,10166
369,3928,10275
370,5489,3074
370,1075,3146
370,5067,3303
370,2777,3304
370,4201,3305
370,983,3496
371,2475,10724
371,214,10801
371,5545,10802
372,5425,14960
372,2666,15545
372,4360,15626
372,5483,15720
372,2953,15770
373,5374,9476
373,4842,9803
373,5085,9847
373,5538,9864
374,5581,13117
374,3388,13545
375,5553,5131
375,3903,5333
375,1160,5449
376,5492,1537
376,923,2041
376,5042,2042
376,812,2043
377,5409,10440
377,1945,10514
377,3234,10646
377,2589,10647
377,2176,10648
377,3864,10702
378,737,4448
378,4250,4480
378,1081,4586
378,5606,4587
379,5445,770
379,762,790
379,956,863
380,5707,11449
380,3965,11604
380,1124,11605
381,5688,6552
381,1092,6843
381,3482,6844
381,4812,6845
382,1011,3012
382,4440,3052
382,5372,3136
383,2776,4855
383,2639,5025
383,5431,5056
383,1144,5057
383,4444,5172
384,3445,8922
384,2439,8987
384,2796,8988
384,1035,8989
384,5452,9048
385,3362,14584
385,1849,14636
385,4345,14737
385,5404,14738
385,4055,14739
385,622,14740
385,575,14792
385,5425,14955
386,3160,14483
386,1956,14557
386,2789,14664
386,5769,14665
386,571,14666
386,5684,14675
387,5500,304
387,589,572
387,4859,573
388,2998,4671
388,4865,4728
388,5431,4825
389,3263,2405
389,1523,2426
389,4013,2613
389,-1,2627
389,3873,2712
389,2199,2813
390,5567,13051
390,3495,13745
390,856,13843
390,5434,13937
391,5502,2218,2219
391,941,2379
391,816,2431
392,1560,12144
392,1094,12227
392,5503,12228
392,3590,12243
393,2521,11588
393,1088,11635
393,5424,11636
394,5582,12475
394,922,12957
394,1893,12958
394,3195,12959
394,4280,13030
395,5462,13658
395,1097,13853
395,4653,13980
396,2683,6468
396,2343,6497
396,1150,6637
396,901,6662
396,5555,6663
397,5530,2852
397,-1,3229
397,5372,3230
397,3781,3231
397,749,3232
397,3032,3233
398,4778,8101
398,3006,8181
398,5535,8220
398,1108,8334
